EDGE_PERT,26,0.0015475749969482422
NODE_DROP,21,0.0010211467742919922
ATTR_MASK,13,0.00080108642578125
NODE_DROP,11,0.00041556358337402344
SUBGRAPH,21,0.0029032230377197266
EDGE_PERT,26,0.0004277229309082031
EDGE_PERT,16,0.0004527568817138672
EDGE_PERT,16,0.00042819976806640625
EDGE_PERT,21,0.00042700767517089844
NODE_DROP,17,0.0003612041473388672
NODE_DROP,20,0.0003662109375
NODE_DROP,20,0.0003504753112792969
SUBGRAPH,23,0.001508474349975586
EDGE_PERT,23,0.0003936290740966797
SUBGRAPH,19,0.0013561248779296875
NODE_DROP,17,0.0012736320495605469
NODE_DROP,17,0.0003139972686767578
NODE_DROP,21,0.0003342628479003906
NODE_DROP,21,0.0004296302795410156
NODE_DROP,20,0.00036144256591796875
NODE_DROP,20,0.0003600120544433594
NODE_DROP,16,0.0003609657287597656
NODE_DROP,16,0.0003509521484375
NODE_DROP,23,0.00034737586975097656
NODE_DROP,23,0.0006310939788818359
NODE_DROP,24,0.0003886222839355469
NODE_DROP,24,0.0004267692565917969
NODE_DROP,19,0.0003876686096191406
NODE_DROP,19,0.0003826618194580078
NODE_DROP,13,0.00038504600524902344
NODE_DROP,13,0.00039505958557128906
NODE_DROP,21,0.0003924369812011719
NODE_DROP,21,0.0004360675811767578
NODE_DROP,11,0.0003707408905029297
NODE_DROP,11,0.0003879070281982422
NODE_DROP,23,0.0017604827880859375
SUBGRAPH,23,0.002796649932861328
NODE_DROP,20,0.0004961490631103516
SUBGRAPH,20,0.0022573471069335938
NODE_DROP,13,0.0004665851593017578
SUBGRAPH,13,0.0014095306396484375
NODE_DROP,11,0.0003685951232910156
SUBGRAPH,11,0.0011434555053710938
NODE_DROP,24,0.0004000663757324219
SUBGRAPH,24,0.0017828941345214844
NODE_DROP,16,0.0003771781921386719
SUBGRAPH,17,0.0014643669128417969
NODE_DROP,21,0.0003814697265625
SUBGRAPH,21,0.0016057491302490234
NODE_DROP,17,0.00037741661071777344
SUBGRAPH,17,0.0013782978057861328
NODE_DROP,19,0.00036406517028808594
SUBGRAPH,19,0.0015156269073486328
NODE_DROP,21,0.00039958953857421875
SUBGRAPH,21,0.001634359359741211
NODE_DROP,23,0.0018467903137207031
EDGE_PERT,28,0.0008695125579833984
NODE_DROP,19,0.0004513263702392578
EDGE_PERT,23,0.0006389617919921875
